transaction_id,cart_size,transaction_amount,transaction_type,transaction_status,customer_age_group,session_duration,time_spent_on_payment_page,customer_ip_location,card_expiration_delay,payment_method,login_status,time_since_account_creation,ip_address_previous_transactions,user_segment,product_views_during_session,visit_origin,device_type,flag
3086604,1,48,product,complete,,9.25,27.87,eu,19,creditcard,guest,-99999,0,,5.0,direct,mobile,0
3185585,2,64,product,complete,26-35,32.09,31.4,local,18,creditcard,logged-in,915,0,X254,10.0,search engine,app,0
3178894,2,86,service,pending,,22.95,,local,-1,3rd party,guest,-99999,0,,5.0,email,mobile,0
3263543,3,210,product,complete,,18.12,,local,-1,4x,logged-in,626,1,Y8Z7,9.0,direct,mobile,0
3290158,2,122,product,complete,,16.78,36.65,local,21,creditcard,guest,-99999,0,,7.0,direct,desktop,0
3168239,2,112,product,complete,18-25,18.47,29.77,local,15,creditcard,logged-in,939,1,ME7O,3.0,search engine,mobile,0
3180926,1,56,product,complete,18-25,5.36,,local,-1,3rd party,logged-in,431,2,PTLP,7.0,search engine,app,0
3123207,1,28,product,complete,,13.52,,local,0,creditcard,logged-in,0,1,,4.0,direct,mobile,1
3012346,1,43,product,complete,,9.0,29.96,local,18,creditcard,logged-in,499,1,I7IW,6.0,direct,desktop,0
3207257,2,115,product,complete,,22.67,,local,-1,4x,logged-in,0,0,,11.0,search engine,desktop,0
3275062,1,59,product,complete,,7.01,,eu,-1,3rd party,logged-in,216,1,Q7Y0,4.0,paid,desktop,0
3025274,1,47,product,complete,46-55,6.04,43.84,local,24,creditcard,logged-in,481,0,QIB9,7.0,direct,mobile,0
3188122,1,49,product,complete,26-35,8.29,,local,-1,3rd party,logged-in,-99999,0,,6.0,direct,app,0
3248733,2,110,product,complete,,18.96,27.73,local,20,creditcard,logged-in,668,0,3R3T,6.0,search engine,mobile,0
3007995,1,39,product,complete,,8.32,31.42,local,15,creditcard,logged-in,0,0,,6.0,direct,desktop,0
3257219,2,106,product,complete,18-25,,,local,25,creditcard,logged-in,986,1,NZ9Z,,,,0
3004792,1,74,product,complete,,3.5,29.48,local,15,creditcard,guest,-99999,0,,3.0,direct,desktop,0
3140668,3,117,product,complete,,27.76,26.65,eu,18,creditcard,guest,-99999,0,,5.0,search engine,desktop,0
3160993,3,182,product,complete,,,,local,22,creditcard,logged-in,389,0,QIB9,,,,0
3182136,2,90,product,complete,,18.92,30.67,local,28,creditcard,guest,-99999,1,,4.0,direct,mobile,0
3133117,1,39,product,complete,,6.73,,local,-1,3rd party,guest,-99999,0,,6.0,paid,mobile,0
3033244,2,117,service,complete,,28.88,26.2,local,20,creditcard,guest,-99999,0,,7.0,search engine,desktop,0
3218165,1,26,product,complete,,8.9,,local,-1,instore,guest,-99999,0,,9.0,direct,mobile,0
3168185,1,45,product,complete,,10.5,28.16,local,13,creditcard,logged-in,198,1,Y8Z7,4.0,direct,mobile,0
3112754,2,93,product,complete,26-35,6.33,,local,-1,instore,logged-in,748,0,GIKJ,7.0,email,desktop,0
3281171,3,165,product,complete,,27.01,,local,-1,instore,guest,-99999,3,,8.0,search engine,mobile,0
3117888,1,78,product,complete,,10.29,28.35,eu,15,creditcard,logged-in,0,0,,6.0,direct,mobile,0
3219273,5,294,product,complete,56+,70.05,33.69,eu,8,creditcard,logged-in,0,0,,6.0,email,desktop,0
3046762,1,49,product,complete,,10.44,35.85,local,33,creditcard,guest,-99999,1,,3.0,search engine,desktop,0
3298159,1,33,product,complete,36-45,9.64,,eu,-1,instore,logged-in,0,1,,13.0,search engine,mobile,0
3135975,3,176,product,complete,36-45,24.89,23.56,local,14,creditcard,logged-in,-99999,0,,4.0,email,app,0
3043645,1,27,product,complete,18-25,8.61,30.4,local,19,creditcard,logged-in,-99999,0,,4.0,direct,app,0
3194767,2,63,product,complete,,24.4,24.36,eu,17,creditcard,logged-in,881,0,X254,5.0,direct,desktop,0
3222755,2,78,service,complete,,28.83,,local,-1,3rd party,guest,-99999,0,,11.0,search engine,desktop,0
3206642,2,131,product,complete,,13.59,25.08,non-eu/unknown,12,3rd party,guest,-99999,0,,3.0,search engine,desktop,1
3045067,2,50,product,complete,,16.14,,local,-1,3rd party,logged-in,746,1,928S,5.0,email,mobile,0
3234298,1,58,product,complete,,10.57,28.42,local,18,creditcard,guest,-99999,0,,10.0,paid,mobile,0
3244055,1,62,product,complete,,9.25,33.3,local,16,creditcard,logged-in,197,0,GIKJ,5.0,direct,mobile,0
3013964,2,88,product,complete,,20.53,,local,-1,4x,guest,-99999,0,,9.0,search engine,mobile,0
3086588,2,78,product,complete,,23.54,47.38,local,28,4x,guest,-99999,0,,5.0,paid,desktop,1
3190293,2,52,product,complete,,20.11,28.02,local,16,creditcard,guest,-99999,0,,4.0,email,mobile,0
3042115,1,21,product,complete,,10.73,25.96,eu,19,creditcard,logged-in,1141,1,GK4Z,3.0,direct,desktop,0
3272863,3,190,product,complete,,24.88,22.7,non-eu/unknown,19,creditcard,guest,-99999,1,,9.0,search engine,desktop,0
3127225,1,53,product,complete,,4.79,,local,-1,4x,guest,-99999,1,,6.0,direct,desktop,0
3294835,1,37,product,complete,,10.28,,local,-1,3rd party,logged-in,1082,0,9SL7,9.0,email,mobile,0
3106122,2,102,product,complete,18-25,18.72,24.16,eu,17,creditcard,logged-in,0,0,,5.0,direct,app,0
3194217,3,87,product,complete,26-35,15.58,36.05,local,17,creditcard,logged-in,-99999,0,,8.0,direct,app,0
3295161,1,52,product,complete,36-45,7.35,31.95,local,21,creditcard,logged-in,223,0,JYYA,6.0,email,mobile,0
3187996,2,105,product,complete,,20.47,26.0,eu,17,creditcard,logged-in,572,1,I7IW,6.0,direct,desktop,0
3014388,1,62,product,complete,,7.43,24.67,local,20,creditcard,logged-in,240,1,UJ8H,6.0,search engine,desktop,1
3092183,2,95,product,complete,,16.02,,local,-1,3rd party,guest,-99999,0,,6.0,direct,mobile,0
3049416,2,81,product,complete,,20.43,35.77,local,16,creditcard,guest,-99999,0,,3.0,direct,desktop,0
3092858,2,105,product,complete,,26.49,30.42,local,14,creditcard,guest,-99999,1,,8.0,search engine,mobile,0
3106347,2,140,product,complete,,16.66,28.88,local,13,creditcard,logged-in,964,0,UP79,5.0,search engine,mobile,0
3002934,1,30,product,complete,18-25,18.87,26.07,local,12,creditcard,logged-in,526,1,ME7O,4.0,direct,desktop,1
3230176,3,87,product,complete,,33.03,30.48,eu,19,creditcard,logged-in,0,0,,6.0,paid,desktop,0
3202673,1,62,product,complete,,10.9,28.16,local,16,creditcard,guest,-99999,1,,7.0,direct,desktop,0
3281407,4,242,product,complete,,56.99,30.61,local,13,creditcard,logged-in,1180,1,WZWX,2.0,email,mobile,0
3001488,2,66,product,complete,,16.89,23.33,local,10,creditcard,guest,-99999,0,,8.0,direct,mobile,0
3089866,5,211,product,complete,,25.63,,eu,-1,3rd party,logged-in,1032,1,M0BQ,3.0,paid,mobile,0
3109018,2,72,product,complete,,22.7,,local,-1,3rd party,logged-in,1091,0,3R3T,7.0,search engine,mobile,0
3079625,2,114,product,complete,18-25,14.67,28.07,local,24,creditcard,logged-in,220,0,,6.0,paid,desktop,0
3042645,2,145,product,complete,,20.06,32.23,local,13,creditcard,guest,-99999,1,,4.0,direct,desktop,0
3160378,2,37,product,complete,56+,12.44,,eu,-1,instore,logged-in,918,0,6QZP,4.0,search engine,desktop,0
3286422,2,86,product,complete,56+,28.16,29.89,local,13,creditcard,logged-in,141,0,I7IW,9.0,email,mobile,0
3275502,1,37,product,complete,,6.88,33.21,local,18,creditcard,guest,-99999,0,,3.0,email,mobile,0
3202398,1,44,product,complete,18-25,11.74,34.02,non-eu/unknown,19,creditcard,logged-in,-99999,0,,3.0,direct,app,0
3038399,3,145,product,complete,26-35,31.39,,local,-1,creditcard,logged-in,383,0,Q7Y0,7.0,paid,mobile,1
3185417,3,142,product,complete,,27.28,28.16,non-eu/unknown,16,creditcard,guest,-99999,0,,5.0,search engine,desktop,0
3108327,2,137,product,complete,,21.76,23.11,eu,14,creditcard,guest,-99999,2,,7.0,direct,mobile,1
3091831,2,153,product,complete,,22.55,,eu,-1,4x,logged-in,644,0,I7IW,8.0,search engine,desktop,0
3083674,2,59,product,complete,56+,22.42,24.72,local,16,creditcard,logged-in,232,0,9SL7,6.0,direct,mobile,0
3283897,2,116,product,complete,,20.52,,eu,-1,4x,guest,-99999,2,,4.0,direct,mobile,0
3095363,3,166,product,complete,36-45,15.09,28.02,eu,21,creditcard,logged-in,575,2,UPET,9.0,paid,app,0
3070276,1,42,product,complete,26-35,8.1,31.14,local,22,creditcard,logged-in,367,1,X254,5.0,search engine,desktop,0
3096431,2,103,product,complete,,14.15,,local,-1,4x,guest,-99999,1,,9.0,search engine,mobile,0
3152783,3,109,product,complete,36-45,15.67,36.41,local,22,creditcard,logged-in,336,0,X254,4.0,search engine,desktop,0
3277404,4,128,product,complete,26-35,48.85,,eu,-1,3rd party,logged-in,97,1,7ZUQ,3.0,direct,mobile,0
3257292,2,102,product,complete,,18.96,27.37,eu,17,creditcard,logged-in,689,0,UJ8H,10.0,direct,mobile,0
3063932,3,94,product,complete,,33.05,33.94,eu,20,creditcard,logged-in,537,0,UJ8H,5.0,search engine,desktop,0
3006193,1,74,product,complete,,,,eu,18,creditcard,logged-in,504,1,AE1R,,,,0
3171945,2,126,product,complete,,12.51,,local,-1,3rd party,logged-in,551,0,OTLH,9.0,search engine,desktop,0
3166961,1,59,product,complete,18-25,15.92,22.08,local,14,creditcard,logged-in,1107,1,AE1R,4.0,search engine,mobile,1
3236559,1,49,product,complete,56+,8.46,29.81,local,23,creditcard,logged-in,0,1,,4.0,direct,desktop,0
3249756,4,256,product,complete,36-45,41.73,36.79,local,22,creditcard,logged-in,1083,0,T76E,3.0,search engine,mobile,1
3006601,2,130,product,complete,,36.38,34.98,local,32,creditcard,guest,-99999,1,,7.0,search engine,mobile,1
3248485,2,129,product,complete,,16.18,,local,-1,4x,guest,-99999,1,,3.0,search engine,mobile,0
3096384,2,137,product,complete,18-25,18.89,27.32,local,15,creditcard,logged-in,0,0,,8.0,email,desktop,0
3191844,3,109,service,complete,26-35,42.5,25.12,local,21,creditcard,logged-in,379,0,AE1R,5.0,paid,desktop,0
3144717,1,50,product,complete,,9.58,29.74,local,14,creditcard,guest,-99999,2,,8.0,direct,desktop,0
3072555,1,33,product,complete,26-35,13.79,38.71,local,17,creditcard,logged-in,0,1,,3.0,search engine,app,0
3210725,2,70,service,complete,36-45,14.09,,non-eu/unknown,-1,4x,logged-in,1387,1,X254,4.0,direct,app,0
3196865,2,62,product,complete,,18.35,,local,-1,3rd party,logged-in,629,0,Y8Z7,7.0,direct,desktop,0
3067948,2,65,product,complete,,7.18,,local,-1,instore,logged-in,149,1,I7IW,6.0,direct,mobile,1
3220887,2,50,service,complete,,20.97,38.66,local,20,creditcard,guest,-99999,1,,3.0,direct,mobile,0
3107326,3,121,product,complete,,24.77,25.16,eu,22,creditcard,guest,-99999,0,,4.0,search engine,desktop,0
3178237,2,146,product,complete,18-25,16.8,,local,-1,creditcard,guest,320,0,6QZP,3.0,search engine,mobile,1
3202807,2,109,product,complete,18-25,20.61,,local,-1,3rd party,logged-in,371,0,NZ9Z,3.0,direct,desktop,0
3236132,1,42,product,complete,26-35,8.75,,local,-1,instore,logged-in,320,0,3R3T,9.0,search engine,desktop,0
3097049,3,211,product,complete,56+,39.77,,local,-1,instore,logged-in,515,2,M0BQ,6.0,direct,desktop,0
3157172,1,71,product,complete,,8.72,24.23,eu,18,creditcard,guest,-99999,1,,4.0,direct,desktop,0
3140037,1,61,product,complete,,8.03,29.39,local,25,creditcard,guest,-99999,1,,6.0,direct,mobile,0
3140141,1,63,product,complete,,7.54,35.39,eu,17,creditcard,guest,-99999,0,,5.0,direct,mobile,0
3222599,1,51,product,complete,,20.69,,local,-1,instore,guest,-99999,1,,5.0,search engine,mobile,0
3272353,1,77,product,complete,46-55,9.6,,local,-1,instore,logged-in,0,1,,6.0,direct,app,0
3181925,2,147,service,complete,,18.82,,local,-1,4x,logged-in,379,0,QIB9,6.0,search engine,mobile,0
3198913,2,61,product,complete,,18.08,,eu,-1,instore,guest,-99999,1,,7.0,direct,desktop,0
3210483,1,73,product,complete,,10.86,41.19,local,14,4x,logged-in,0,1,,5.0,search engine,desktop,1
3069619,1,46,product,complete,,9.71,,local,-1,3rd party,guest,-99999,3,,4.0,search engine,desktop,0
3094256,1,27,product,pending,36-45,6.86,36.86,local,19,creditcard,logged-in,120,0,H1KS,6.0,direct,mobile,0
3152601,2,127,product,complete,,20.53,,local,-1,3rd party,guest,-99999,2,,5.0,search engine,desktop,0
3259985,1,76,product,complete,,9.94,45.96,local,26,creditcard,guest,-99999,0,,3.0,direct,mobile,1
3004808,4,254,product,complete,46-55,20.89,35.9,local,20,creditcard,logged-in,263,0,,10.0,direct,mobile,0
3198715,2,93,product,complete,,10.65,,local,-1,4x,guest,-99999,2,,8.0,email,desktop,0
3147599,1,68,product,complete,,10.01,26.18,local,18,creditcard,logged-in,164,0,WZWX,8.0,search engine,desktop,0
3132978,3,158,product,complete,,36.23,43.64,local,24,creditcard,logged-in,506,0,7ZUQ,5.0,direct,desktop,0
3276045,1,44,product,complete,,6.16,,local,-1,instore,logged-in,542,1,AE1R,5.0,search engine,mobile,0
3115995,5,336,product,complete,,55.54,33.36,local,19,creditcard,logged-in,0,0,,3.0,paid,mobile,0
3200117,1,72,product,complete,18-25,9.17,25.98,eu,22,creditcard,logged-in,-99999,1,,5.0,email,app,0
3289005,1,43,product,complete,,10.61,28.01,local,13,creditcard,guest,-99999,1,,6.0,search engine,mobile,0
3230814,1,65,product,complete,46-55,10.93,,local,-1,instore,logged-in,171,0,M0BQ,8.0,direct,mobile,0
3102388,1,66,product,complete,,8.92,26.01,local,14,creditcard,guest,-99999,0,,4.0,direct,mobile,0
3214386,2,143,product,complete,,18.8,,local,-1,3rd party,guest,-99999,0,,5.0,direct,desktop,0
3242164,3,170,product,complete,,36.35,32.6,local,17,creditcard,guest,-99999,0,,7.0,search engine,mobile,0
3067062,1,26,product,complete,,6.66,23.2,local,27,creditcard,logged-in,541,1,X254,4.0,paid,mobile,1
3096248,1,64,product,complete,18-25,7.09,26.24,local,15,creditcard,logged-in,544,3,UJ8H,4.0,direct,app,0
3003802,1,30,product,complete,,7.71,31.87,local,22,creditcard,guest,-99999,1,,5.0,search engine,desktop,0
3077454,1,52,product,complete,18-25,7.1,25.99,non-eu/unknown,12,creditcard,guest,456,0,ME7O,5.0,email,app,0
3268832,2,108,product,complete,36-45,24.77,36.85,local,20,creditcard,logged-in,355,0,M0BQ,6.0,search engine,mobile,0
3034303,3,93,product,complete,,21.21,27.04,local,15,creditcard,guest,-99999,1,,7.0,paid,mobile,0
3058862,3,78,product,complete,18-25,24.02,30.24,local,13,creditcard,logged-in,215,1,I7IW,2.0,search engine,app,0
3231291,4,267,product,complete,56+,24.92,,local,-1,4x,logged-in,0,1,,5.0,search engine,desktop,0
3054326,1,39,product,complete,,,,local,12,creditcard,logged-in,1011,0,LMYN,,,,0
3118914,4,248,service,complete,,20.57,30.57,eu,10,creditcard,guest,-99999,2,,4.0,direct,desktop,0
3012424,2,78,product,complete,,10.6,29.61,eu,16,creditcard,guest,-99999,0,,7.0,search engine,mobile,0
3202137,2,107,product,complete,,12.62,35.64,local,10,creditcard,logged-in,365,1,HACU,9.0,search engine,desktop,0
3255045,1,64,product,complete,36-45,5.17,32.44,eu,20,creditcard,logged-in,0,0,,8.0,search engine,mobile,0
3240166,2,108,product,complete,,20.09,35.7,local,24,creditcard,guest,-99999,1,,4.0,email,desktop,0
3146858,2,36,product,complete,26-35,,,local,-1,4x,logged-in,136,0,Q7Y0,,,,0
3141978,2,114,product,complete,,14.89,32.24,local,23,creditcard,guest,-99999,1,,2.0,email,mobile,0
3291715,3,201,product,complete,46-55,24.8,30.84,eu,17,creditcard,logged-in,77,1,X254,9.0,paid,mobile,0
3207109,2,82,product,complete,36-45,26.05,,local,-1,3rd party,logged-in,672,2,LMYN,3.0,paid,desktop,0
3201531,1,66,service,complete,56+,8.84,39.89,local,19,creditcard,logged-in,463,1,TZOP,4.0,direct,desktop,0
3067978,4,225,product,complete,,36.05,18.95,local,16,creditcard,logged-in,727,0,I7IW,5.0,paid,mobile,0
3297182,1,36,product,complete,,11.89,24.16,local,9,creditcard,guest,-99999,0,,1.0,direct,app,1
3076146,1,27,product,complete,,8.25,36.82,local,17,creditcard,logged-in,642,0,928S,4.0,direct,mobile,0
3213877,1,58,product,complete,,10.02,,local,-1,4x,guest,-99999,0,,4.0,search engine,mobile,0
3167059,1,34,product,complete,,12.8,37.42,eu,24,creditcard,logged-in,203,0,UPET,3.0,search engine,desktop,0
3167113,1,53,product,complete,,5.26,31.91,eu,20,creditcard,guest,-99999,0,,5.0,direct,mobile,0
3197154,1,32,service,complete,,9.15,28.94,local,16,creditcard,guest,-99999,0,,5.0,search engine,desktop,0
3153439,2,131,product,complete,,10.17,29.72,local,14,creditcard,logged-in,973,0,QIB9,1.0,paid,desktop,0
3240853,2,50,product,complete,36-45,25.0,,local,0,creditcard,logged-in,106,1,M0BQ,1.0,direct,mobile,1
3156306,3,93,product,complete,,27.08,,local,-1,instore,logged-in,649,0,UP79,10.0,direct,desktop,0
3101759,1,59,product,complete,18-25,6.4,28.42,non-eu/unknown,29,creditcard,logged-in,-99999,0,,7.0,search engine,app,0
3228828,1,50,product,complete,,6.37,28.22,non-eu/unknown,20,creditcard,guest,-99999,0,,4.0,direct,mobile,0
3132782,2,97,product,complete,26-35,28.32,,local,-2,creditcard,logged-in,0,0,,5.0,direct,mobile,1
3232147,3,177,product,complete,,27.36,35.28,local,16,creditcard,guest,-99999,0,,4.0,search engine,mobile,0
3116233,3,208,product,complete,46-55,30.2,26.89,local,19,creditcard,logged-in,0,1,,11.0,direct,mobile,0
3190187,2,134,product,complete,,14.87,31.18,local,17,creditcard,logged-in,466,1,I7IW,5.0,search engine,mobile,0
3012089,1,72,product,complete,46-55,,,local,22,creditcard,logged-in,0,0,,,,,0
3244173,1,30,service,complete,,10.17,38.66,local,19,creditcard,guest,-99999,1,,4.0,direct,desktop,0
3251571,1,57,product,complete,56+,10.83,33.47,local,22,creditcard,logged-in,1180,1,Y8Z7,9.0,search engine,mobile,0
3159251,2,94,product,complete,26-35,18.09,33.68,local,22,creditcard,logged-in,483,0,X254,9.0,search engine,app,0
3087829,2,103,product,complete,,16.96,17.11,local,25,creditcard,logged-in,453,2,TZOP,4.0,paid,mobile,0
3263496,1,87,product,complete,,7.71,,local,-1,instore,guest,-99999,1,,10.0,direct,mobile,0
3228367,2,92,product,complete,,10.66,39.02,local,27,3rd party,guest,-99999,0,,14.0,direct,desktop,1
3188241,1,40,service,complete,,9.43,,local,-1,instore,logged-in,0,0,,4.0,direct,mobile,0
3226391,3,159,product,complete,46-55,32.83,24.99,non-eu/unknown,28,creditcard,logged-in,0,0,,6.0,direct,desktop,1
3057482,2,51,product,complete,26-35,26.42,36.24,local,17,creditcard,logged-in,993,2,X254,7.0,direct,desktop,0
3109096,1,30,product,complete,,11.41,,local,-1,4x,logged-in,948,0,M0BQ,7.0,direct,desktop,0
3053051,1,67,product,complete,,,,eu,24,creditcard,logged-in,592,0,3R3T,,,,1
3219057,3,105,product,complete,46-55,33.64,,local,-1,instore,logged-in,1101,0,JYYA,3.0,search engine,app,0
3109564,1,36,product,complete,,7.71,24.5,local,13,creditcard,logged-in,0,0,,3.0,direct,mobile,0
3198159,1,43,product,complete,36-45,,,local,17,creditcard,logged-in,715,0,UJ8H,,,,0
3093027,1,29,product,complete,,9.53,32.68,eu,10,creditcard,logged-in,1643,0,X254,10.0,paid,mobile,0
3229074,1,64,product,complete,,4.79,24.47,local,13,creditcard,guest,-99999,1,,4.0,email,mobile,0
3101736,2,70,product,complete,,10.37,,local,-1,3rd party,logged-in,419,0,UPET,7.0,direct,mobile,0
3146416,1,58,product,complete,26-35,12.95,,local,-1,instore,logged-in,-99999,3,,4.0,search engine,app,0
3209048,2,82,service,complete,,18.51,33.7,local,15,creditcard,logged-in,0,2,,4.0,search engine,mobile,0
3023771,2,86,product,complete,,6.96,31.44,non-eu/unknown,24,creditcard,guest,-99999,0,,8.0,direct,desktop,0
3167148,2,107,service,complete,,20.53,35.8,local,17,creditcard,guest,-99999,0,,3.0,direct,desktop,0
3151723,1,37,product,complete,18-25,11.51,24.05,eu,16,creditcard,logged-in,-99999,0,,4.0,direct,app,0
3100888,2,167,product,complete,56+,17.27,17.84,eu,13,creditcard,logged-in,779,0,HQTL,4.0,paid,desktop,1
3115721,2,108,product,complete,,24.74,,local,-1,4x,guest,-99999,0,,5.0,search engine,mobile,0
3100059,2,132,product,complete,,12.85,,local,-1,3rd party,guest,-99999,0,,9.0,direct,mobile,0
3064882,3,135,product,complete,,18.83,39.87,local,17,creditcard,guest,-99999,0,,5.0,search engine,mobile,0
3122641,1,58,product,complete,46-55,7.61,25.25,local,8,creditcard,logged-in,1999,0,HQTL,12.0,paid,desktop,0
3012294,1,49,product,complete,,7.17,26.29,local,14,creditcard,logged-in,0,0,,4.0,search engine,desktop,0
3097019,2,127,product,complete,18-25,,,local,-1,instore,logged-in,0,0,,,,,0
3227937,2,114,product,complete,,14.28,39.12,local,16,creditcard,guest,-99999,0,,6.0,search engine,desktop,0
3135573,2,107,product,complete,,20.14,32.97,local,20,creditcard,guest,-99999,0,,4.0,direct,desktop,0
3037903,1,31,product,complete,,8.33,,local,-1,3rd party,guest,-99999,0,,5.0,search engine,desktop,0
3224108,3,147,product,complete,,30.02,24.35,local,18,creditcard,guest,-99999,1,,11.0,email,mobile,0
3210133,1,55,product,complete,,12.07,28.49,local,14,creditcard,guest,-99999,0,,6.0,direct,mobile,0
3062298,2,108,product,complete,,13.63,25.19,local,8,creditcard,guest,-99999,0,,3.0,search engine,mobile,1
3130117,1,57,product,complete,,11.34,,eu,-1,creditcard,logged-in,786,0,X254,9.0,email,desktop,1
3059847,1,55,product,complete,26-35,7.44,,local,0,creditcard,logged-in,1305,1,HACU,2.0,paid,desktop,1
